time_created,tweet,loca_tion,descrip_tion,verified,followers,source,geo_enabled,retweet_count,truncated,lang,likes,clean_tweet,sentiment
2023-04-18 23:35:47+00,@saharareporters @peterobi okwute lead we follow ✊,"port harcourt, nigeria",MD/CEO: IDISI GLOBAL RESOURCES LTD,FALSE,31,Twitter for Android,FALSE,0,FALSE,en,0,okwute lead we follow,indifferent
2023-04-18 23:35:45+00,"which mistake did u make... stop the deception mr peter 🙄
you will never be the president of nigeria 📌...never
mr liar 🙄...u r not d 1st politician in nigeria
u r vile and raising a generation of vipers 🙄
lord have mercy 🙏 https://t.co/rimqumzxuo https://t.co/vxiwbgbl17",nigeria,"this page is now dedicated to Beauty and Adekunle
anything Beauty and Ade🌷🌷
AB💚💚💚4eva📌
BEAUTIFUL ISLAND 🌷🌷",FALSE,119,Twitter for Android,FALSE,0,FALSE,en,0,which mistake did u make stop the deception mr peter  you will never be the president of nigeria never mr liar u r not d 1st politician in nigeria u r vile and raising a generation of vipers  lord have mercy,negative
2023-04-18 23:35:44+00,@adekoyaadesesan @peterobi https://t.co/5jfdvomoe9,"lagos,nigeria",Male,FALSE,357,Twitter for Android,TRUE,0,FALSE,und,0,,indifferent
2023-04-18 23:35:34+00,@kongkode1 @keshimani1 @peterobi drug ways 🙆🙆😂 https://t.co/6n01mw6i9y,new nigeria ,"Football ⚽♥️
Manchester United FC

#fulltimeobidient 💯",FALSE,137,Twitter for Android,FALSE,0,FALSE,en,0,drug ways,indifferent
2023-04-18 23:35:21+00,"@peterobi hey hey hey wait 
my president elect just posted love letter. i need to read it. you know i loved him so much right.","port harcourt, nigeria",Am vision deriven. A successful forex trader and a GIS analyst,FALSE,291,Twitter for Android,FALSE,0,FALSE,en,0,hey hey hey wait  my president elect just posted love letter i need to read it you know i loved him so much right,indifferent
2023-04-18 23:35:08+00,"@king_inspires this is how people will equally rejoice when our stolen mandate will be recovered from apc, tinubu and every enemies of this country",lagos,Intelligent,FALSE,103,Twitter for Android,TRUE,1,FALSE,en,3,this is how people will equally rejoice when our stolen mandate will be recovered from apc tinubu and every enemies of this country,indifferent
2023-04-18 23:34:58+00,"da hankalin ka kake tunanin akwai wata sila da zata dawo da bara bana, apc ta mutu a jahar kano har abada. eng. abba kabir yusuf shine zabin  allah. https://t.co/8slykfzss2","kano, nigeria",KWANKWASIYYA LOYALIST 🔴🔴,FALSE,5635,Twitter for Android,TRUE,1,FALSE,in,6,da hankalin ka kake tunanin akwai wata sila da zata dawo da bara bana apc ta mutu a jahar kano har abada eng abba kabir yusuf shine zabin  allah,positive
2023-04-18 23:34:51+00,@dipoaina1 u dey compare g.o.a.t @tundefashola  with goat @peterobi ?, nigeria,"activist,humanist",FALSE,121,Twitter Web App,TRUE,0,FALSE,en,0,u dey compare goat   with goat,indifferent
2023-04-18 23:34:37+00,@kongkode1 @peterobi https://t.co/m0h0va94a7,"lagos,nigeria",Male,FALSE,357,Twitter for Android,TRUE,0,FALSE,und,0,,indifferent
2023-04-18 23:34:34+00,"now i just came to conclusion that tinubu era will be the best 😊🥰🙂 25k spent well i'm lagos ♥️😌
#asiwajuiscoming
#lagosdecides2023 
#tinubuourpresident https://t.co/lixrjdcb4b","lagos, nigeria",Libra ♎️,FALSE,3,Twitter for Android,TRUE,0,FALSE,en,0,now i just came to conclusion that tinubu era will be the best  25k spent well im lagos,indifferent
2023-04-18 23:34:28+00,@beninghone @timiblaze @peterobi i don’t understand. person wey no win,"lagos, nigeria",Peter obi is a package fraud,FALSE,47,Twitter for iPhone,FALSE,0,FALSE,en,1,i dont understand person wey no win,indifferent
2023-04-18 23:34:23+00,"@dwizardking ati je gbese ni nigeria, all tinubu men are now either governor, ministers etc &amp; the lord himself president elect.... lobatan!!!","lagos, nigeria",CFC fan European and World champions. CR7$MessiFC. Wizkid FC.,FALSE,1324,Twitter for Android,TRUE,1,FALSE,en,4,ati je gbese ni nigeria all tinubu men are now either governor ministers etc andamp the lord himself president elect lobatan,indifferent
2023-04-18 23:34:14+00,@chuks1245 @ollawaski @francismore_ @peterobi neverrrrrrrrrrr,nigeria,@Chelsea girl💙💙,FALSE,99,Twitter for Android,FALSE,0,FALSE,en,0,neverrrrrrrrrrr,indifferent
2023-04-18 23:34:13+00,@pastormarvy injustice breeds anarchy! apc doesn't not wish nigeria well. https://t.co/mmvemuoyzh,"lagos, nigeria",Looking at world events from Camp Wisdom,FALSE,236,Twitter for iPhone,FALSE,0,FALSE,en,0,injustice breeds anarchy apc doesnt not wish nigeria well,indifferent
2023-04-19 23:21:06+00,"@otunbacashogy2 @peterobi you will wait for eternity. 
think of another scheme to come up with. it will fail like the previous ones. one does not need to dig at all before stinking dead bodies of illicit deals are exhumed in your principal's life. 
go to ",nigeria,"Ceo  Patedy PrintEDGE LTD  Pre Press, Press, Post Press https://t.co/eLLk5beJOS",FALSE,19,Twitter for Android,TRUE,0,FALSE,en,0,you will wait for eternity  think of another scheme to come up with it will fail like the previous ones one does not need to dig at all before stinking dead bodies of illicit deals are exhumed in your principals life  go to court he is in court what else,indifferent
2023-04-21 23:43:23+00,"@omaofuk1000m @william99958199 @abiodunsanusi01 @peterobi this happens and ppl judge to their best of knowledge, i was in enugu 2021 and some hotels refused us just because they knew we were yorubas and i can share so many experience with you..dont  gener","lagos, nigeria","Life, Religion,Politics and values to humanity.e.t.c",FALSE,5,Twitter for Android,FALSE,0,FALSE,en,0,this happens and ppl judge to their best of knowledge i was in enugu 2021 and some hotels refused us just because they knew we were yorubas and i can share so many experience with youdont  generalise an individual opinionit cut across all tribes and religion,indifferent
2023-04-21 23:42:57+00,@ahmed_johnsn @peterobiusa @ndlea_nigeria @officialabat mallam buhari is leaving soon corruption will die totally obidient will be god sent.,nigeria,Business,FALSE,13,Twitter for Android,FALSE,0,FALSE,en,0,mallam buhari is leaving soon corruption will die totally obidient will be god sent,indifferent
2023-04-19 23:20:36+00,@waspapping_ @peterobi oga rest,nigeria,"Influencer | Investor | Punter |
Online Marketer | Blogger | @davido Fan| #PeterObi4President
Booking 👉 Send Direct Message | I Dislike Corrupt Leaders",FALSE,29245,Twitter for Android,TRUE,0,FALSE,pl,0,oga rest,indifferent
2023-04-19 23:20:24+00,"adawama election: fintiri's declaration triggers divergent reactions as festus keyamo, atiku, seyi makinde kick
https://t.co/kazcbgsyni",nigeria,"We Break the news on Politics, Business, Entertainment, foreign relations etc, the Diplomatic style. We mirror the ever changing world to global audience.",FALSE,644,FS POSTER - Twitter App,TRUE,0,FALSE,en,0,adawama election fintiris declaration triggers divergent reactions as festus keyamo atiku seyi makinde kick,indifferent
2023-04-19 23:20:13+00,@peterobi yes daddy!!!🎤🎤🎤🎤📢📢📢📢 ❤️❤️❤️❤️🙏🙏🙏🙏,nigeria,"My goal is to see Nigeria win at all times,l will support the taken back of Nigeria through @PeterObi in anyway possible.💥
Loyal Chelsea fan.💙💙💙🎤",FALSE,707,Twitter for Android,FALSE,0,FALSE,en,0,yes daddy,indifferent
2023-04-19 23:20:06+00,"kano apc: senate presidency is our ‘emilokan’ | the nation newspaper 

https://t.co/5u7m2rtx2r","lagos, nigeria","Official Twitter page of The Nation Newspapers, Nigeria's widest circulating newspaper. Need to reach us? info@thenationonlineng.net - IG/FB: thenationnewspaper",TRUE,2298205,Twitter Web App,TRUE,1,FALSE,en,13,kano apc senate presidency is our emilokan  the nation newspaper,indifferent
2023-04-19 23:20:02+00,"those obidients following these apc folks you guys are a disgrace tbh 

you are to fight for justice not to engage those apc guys 

you guys are deviating from the subject matter and engaging those guys who are looking for ways to get your attention 

it's a shame seriously","warri, nigeria","FOOTBALL WRITER |ARSENAL|

My dream is to become a writer for @Arsenal",FALSE,1439,Twitter for Android,FALSE,0,FALSE,en,0,those obidients following these apc folks you guys are a disgrace tbh   you are to fight for justice not to engage those apc guys   you guys are deviating from the subject matter and engaging those guys who are looking for ways to get your attention   its a shame seriously,positive
2023-04-19 23:19:56+00,"@redcap_blondie my dear, she's the engineering of her misfortune. she's cursed already by womanhood. all apc members and supporters have an oath that binds them. hence you see them calling red colour a black one with strong defence. they are evils",lagos,,FALSE,102,Twitter for Android,FALSE,0,FALSE,en,0,my dear shes the engineering of her misfortune shes cursed already by womanhood all apc members and supporters have an oath that binds them hence you see them calling red colour a black one with strong defence they are evils,positive
2023-04-19 23:19:49+00,"@mpaezenwa @ibnbazo @gazettengr long time plans, despite the scarcity or cash, poor apc performance and religion match against christian",lagos nigeria,People will act like you're hard to deal with because you're not easy to fool. ARCHITECTURE @WCconstruction🏘,FALSE,65,Twitter for iPhone,FALSE,0,FALSE,en,0,long time plans despite the scarcity or cash poor apc performance and religion match against christian,indifferent
2023-04-19 23:19:48+00,another rare occasion of me supporting uncle @renoomokri . thank you for the question sir. i call on mr intheftgrity @peterobi  to come and tell us the truth since he's the most innocent and guilt free of them all https://t.co/at8mhalagz,nigeria,"Truth
If I can't find it, it doesn't exist.",FALSE,9,Twitter for Android,FALSE,0,FALSE,en,0,another rare occasion of me supporting uncle   thank you for the question sir i call on mr intheftgrity   to come and tell us the truth since hes the most innocent and guilt free of them all,indifferent
2023-04-19 23:19:45+00,"@abbaty_elber044 @ade__mideee @diamonddemola @peterobi oga sir, i don't have any problem.
matter of fact, my cashflow remains steady irrespective of who's in power. but, you can't steal from me and be bragging. 
by the way, am still waiting for you to swe",nigeria,"ICT Compliant| Interested in Leadership & Business| A Pacesetter| Courageous, Loyal & Respectful",FALSE,1031,Twitter for Android,FALSE,0,FALSE,en,1,oga sir i dont have any problem matter of fact my cashflow remains steady irrespective of whos in power but you cant steal from me and be bragging  by the way am still waiting for you to swear that the majoritys mandate wasnt stolen,negative
2023-04-17 23:48:31+00,"i need a job please..🙏🙏🙏🙏
although , i'm still in school
@donjazzy 
@davido 
@olamide 
@pulsenigeria247 
@peterobi 
@potus 
@joebiden 
please help me 🙏🙏",nigeria,a young lady in her prime🌹,FALSE,1,Twitter for Android,TRUE,0,FALSE,en,0,i need a job please although  im still in school               please help me,indifferent
2023-04-19 23:19:38+00,"please i cannot stop laughing.
na chelsea wunna suppose go sing this thing for against real madrid to cheer them up.
e dey be like dorime and at the same time dey be like uefa champions league anthem...
#peterobifortwitterpresident. @nglabour @peterobi eku iroju oooo. https://t.co/y23oeyalfn","abuja, nigeria","¶Forensic Computer Analyst¶

Tareeqoh Tijanniyah 📿

Al-Jaa'fariyah 

United Die Hard 🔴⚫

Instagram: https://t.co/6frfQWqv7X",FALSE,689,Twitter for Android,TRUE,0,FALSE,en,0,please i cannot stop laughing na chelsea wunna suppose go sing this thing for against real madrid to cheer them up e dey be like dorime and at the same time dey be like uefa champions league anthem    eku iroju oooo,negative
2023-04-19 23:19:24+00,@aderonkew @saharareporters @peterobi yes! they are... next?,"anambra, nigeria",,FALSE,9,Twitter for Android,FALSE,0,FALSE,en,0,yes they are next,indifferent
2023-04-19 23:18:58+00,@whitesprings22 @peterobi amen 🙏 in jesus mighty name,nigeria,"Believe in Justice, pray and change the world. Positive Activism, things must Get better in 9ja #Naija #Catholic #ObiDatti #Labour #Vote4ANewNigeria",FALSE,88,Twitter for iPhone,TRUE,0,FALSE,en,0,amen  in jesus mighty name,negative
2023-04-19 23:18:31+00,"@akinalabi are you not one of the entities of the apc people involve in the act of anti-democracy. what happened to your 'yoruba ronu'🤣.. it's the same people in adamawa na. they r ur people, just like bat. absolutely lawlessness",nigeria,The Pacifist..,FALSE,360,Twitter for Android,FALSE,0,FALSE,en,0,are you not one of the entities of the apc people involve in the act of antidemocracy what happened to your yoruba ronu its the same people in adamawa na they r ur people just like bat absolutely lawlessness,indifferent
2023-04-19 23:17:38+00,@gsbabatunde @oyesilejohn laugh worthy. where's tinubu first of all? i bet even your grouo leaders have no idea. obi is still up and about holding campaigns... obi is just everything legit  your drug lord can never be.🤣,"abuja, nigeria","She was simple like quantum physics.
Zero payment for a roasted corn",FALSE,82,Twitter for Android,FALSE,0,FALSE,en,0,laugh worthy wheres tinubu first of all i bet even your grouo leaders have no idea obi is still up and about holding campaigns obi is just everything legit  your drug lord can never be,indifferent
2023-04-19 23:17:38+00,@peterobi obi is coming,nigeria,Advocate of good Governance|Entrepreneur |everything about shipping🚢|God’s Delight| Chelsea💙,FALSE,934,Twitter for iPhone,TRUE,0,FALSE,en,0,obi is coming,indifferent
2023-04-19 23:17:22+00,@bashirahmaad you speak for yourself and apc. not the northern bloc of which i am a part nor our muslim brothers and sisters. https://t.co/vgsfwuyori,nigeria,Craves: God | Wisdom | Solutions | Possibilities | Uncharted Frontiers,FALSE,1723,Twitter for Android,TRUE,0,FALSE,en,0,you speak for yourself and apc not the northern bloc of which i am a part nor our muslim brothers and sisters,indifferent
2023-04-19 23:17:05+00,"thursday april 20th, 2023 south africa #newspaper #headlinestoday 📰📰🗞️🗞️
-

gistlover | lagos | blessing ceo | defamation | peter obi | annie | chioma | #breakingnews | sanwo olu | instablog | tinubu | nigerians | korra https://t.co/lcfs8195la","lagos, nigeria ","Global Newpaper Headlines, Local & International News updates, Business & Crime Reports, Entertainment, Job Opportunities, Sports and so much more...",FALSE,967,Twitter for Android,FALSE,0,FALSE,en,0,thursday april 20th 2023 south africa      gistlover  lagos  blessing ceo  defamation  peter obi  annie  chioma    sanwo olu  instablog  tinubu  nigerians  korra,indifferent
2023-04-19 23:17:01+00,"@lerdhan1 @stfreakingkezy the video with tinubu dealing with drug in guinea is also propaganda?

many of you are just trying to cover evil. may your biological father’s ways be like tinubu, amen🙏","ibadan, nigeria",Get Rich Or Die Trying. Owner and CEO at Don Phyno Bar & Guest House,FALSE,132,Twitter for iPhone,FALSE,0,FALSE,en,0,the video with tinubu dealing with drug in guinea is also propaganda  many of you are just trying to cover evil may your biological fathers ways be like tinubu amen,negative
2023-04-19 23:16:53+00,@fkeyamo @realffk hear this and apply wisdom. @peterobi is an hurricane! god bless this man for showing up and giving nigerian youths hope and a new nigerian possibility. @inecnigeria mahmood and the judiciary we are watching. https://t.co/tmszom2ska,nigeria,"computer tech, audiovisual, videographer, church worker, advocate for good governance",FALSE,404,Twitter for Android,TRUE,0,FALSE,en,0,hear this and apply wisdom  is an hurricane god bless this man for showing up and giving nigerian youths hope and a new nigerian possibility  mahmood and the judiciary we are watching,indifferent
2023-04-19 23:16:31+00,"@king__bennyy @abiodunsanusi01 @peterobi u've seen whos not from anambra,boreholes are sunk by individuals and those that cant afford it by from water tanks..",nigeria,"Cool,clam and collected and an ardent liverpool fan!!!",FALSE,967,Twitter for Android,TRUE,0,FALSE,en,1,uve seen whos not from anambraboreholes are sunk by individuals and those that cant afford it by from water tanks,indifferent
2023-04-19 23:16:25+00,"@peterobi may god bless you sir,
god bless nigeria",nigeria,"Jesus Lover, Husband, Tech Pro, Leader
My tweets are my personal views",FALSE,1049,Twitter for Android,FALSE,0,FALSE,en,0,may god bless you sir god bless nigeria,indifferent
2023-04-19 23:16:07+00,@olayinkaaderon7 @peterobi i’m not bothered because bad governance and police brutality will take care of your matter soon. apoda omo ale jatijati 😂🤣🤣,"asaba, delta state ","Real Estate Consultant, Passionate Entrepreneur, Purpose driven, Go-getter and Music lover",FALSE,20,Twitter for iPhone,FALSE,0,FALSE,en,0,im not bothered because bad governance and police brutality will take care of your matter soon apoda omo ale jatijati,indifferent
2023-04-19 23:16:01+00,@mr_obsidian @peterobi oh oh 😂🤲🏻,nigeria,Female,FALSE,2154,Twitter for iPhone,TRUE,0,FALSE,en,1,oh oh,indifferent
2023-04-19 23:15:28+00,@peterobi and god will continue to strengthen and increase your capacity in this nation🙏,"lagos, nigeria","I'm a Christian/Bible lover | Affiliate Marketer

https://t.co/nfAQxHBFcj",FALSE,10,Twitter for Android,FALSE,0,FALSE,en,0,and god will continue to strengthen and increase your capacity in this nation,indifferent
2023-04-19 23:15:19+00,"@francismore_ @peterobi absolutely 💯…. stealing, corruption, lies, and others have become a norms in nigeria, they are now new normal…. truth has no place in nigeria again…. sad!!!",nigeria,Perfect gentle man,FALSE,147,Twitter for iPhone,FALSE,0,FALSE,en,0,absolutely  stealing corruption lies and others have become a norms in nigeria they are now new normal truth has no place in nigeria again sad,indifferent
2023-04-19 23:15:13+00,🫡 https://t.co/lut5sccdcf,nigeria,"Entrepreneur, Knowledge Junkie, Conservative, Follower of Christ.",FALSE,174,Twitter Web App,TRUE,0,FALSE,und,0,,indifferent
2023-04-19 23:15:03+00,"@fs_yusuf_ them dey use lagos dey cover up, lagos state wey british people and fg government build with niger-delta oil money na tinubu say him build.. yoruba ronu ooo🤣🤣. i have been to almost all the states in nigeria. apart from lagos. sw is one o",nigeria,The Pacifist..,FALSE,360,Twitter for Android,FALSE,0,FALSE,en,0,them dey use lagos dey cover up lagos state wey british people and fg government build with nigerdelta oil money na tinubu say him build yoruba ronu ooo i have been to almost all the states in nigeria apart from lagos sw is one of the worse regions,indifferent
2023-04-19 23:14:58+00,"@buhari__shehu @ibnan44 akan solar ma ya fito, wannan haka yake",nigeria,Am simple diligent individual who is always ready to learn something new.,FALSE,27793,Twitter for Android,FALSE,0,FALSE,in,0,akan solar ma ya fito wannan haka yake,indifferent
2023-04-19 23:14:14+00,"@kuwait_magix tinubu and that man in the middle were so high 
 omo",calabar,"Lover of Christ, Catholic ll Geneticist and  Biotechnologist Il Medical Sales Representative Il Afang soup and fufu addict 😋😜😍",FALSE,1322,Twitter for Android,FALSE,0,FALSE,en,0,tinubu and that man in the middle were so high   omo,indifferent
2023-04-19 23:14:10+00,@apc  and the @mbuhari  govt you can't silence us all oo. that man must not go to prison for any reason. it shall not happen. all the herdsman killing in benue and kaduna all walk free but chude is your problem !!! https://t.co/kszem1s2qd,"uyo, nigeria","~Copy writer and freelance editor

|| Forex 📈📉Coach and Analyst",FALSE,1193,Twitter for Android,FALSE,0,FALSE,en,1,and the   govt you cant silence us all oo that man must not go to prison for any reason it shall not happen all the herdsman killing in benue and kaduna all walk free but chude is your problem,indifferent
2023-04-19 23:14:00+00,@woye1 @mansherry_yomi @officialabat @atiku @kwankwasorm @peterobi https://t.co/8leeqfxmst,"lagos, nigeria",....,FALSE,928,Twitter for iPhone,TRUE,0,FALSE,und,1,,indifferent
2023-04-19 23:13:55+00,"@pompom1960in @bolabash32 @mr_jags @olaniyitaofiq did i say agbero no dey everywhere?
the same agberos they used on igbos and those looking like igbos will be used for everyone of you in lagos irrespective of you voted apc..dem no send your papa.
even lag",nigeria,Journalist,FALSE,666,Twitter for Android,TRUE,0,FALSE,en,0,did i say agbero no dey everywhere the same agberos they used on igbos and those looking like igbos will be used for everyone of you in lagos irrespective of you voted apcdem no send your papa even lagos agberos have  moving to abj already in preparation for bats presidency,indifferent
2023-04-19 23:13:52+00,"@peterobi only people you dey congratulate are your tribesmen
you stink out with no shaxme in your bigxotry
tueh","lagos, nigeria",Be sensible to have a tweet haggle with me,FALSE,20,Twitter for Android,FALSE,0,FALSE,en,0,only people you dey congratulate are your tribesmen you stink out with no shaxme in your bigxotry tueh,indifferent
2023-04-19 23:13:49+00,@aijay_006 @mindset_tweet you want buhari to call #pothebigot and give him mandate after coming 3rd😂,"lagos, nigeria",Jagaban of twitter! No Asiwaju slander or defamation will be condoned,FALSE,616,Twitter for iPhone,FALSE,0,FALSE,en,0,you want buhari to call  and give him mandate after coming 3rd,indifferent
2023-04-19 23:13:47+00,"@olusolaadedayo @jeffreyguterman @peterobi enjoy your oppressors oppression, ewu gambia!! na police brutality and bad government go deal with your matter soon","asaba, delta state ","Real Estate Consultant, Passionate Entrepreneur, Purpose driven, Go-getter and Music lover",FALSE,20,Twitter for iPhone,FALSE,0,FALSE,en,0,enjoy your oppressors oppression ewu gambia na police brutality and bad government go deal with your matter soon,indifferent
2023-04-19 23:13:47+00,@peterobi god will show up in this matter,nigeria,"I'm God fearing person
I'm gospel song writer and hymn",FALSE,22,Twitter for Android,TRUE,0,FALSE,en,0,god will show up in this matter,indifferent
2023-04-19 23:13:40+00,"@peterobi thank you, my president!","lagos, nigeria.",Phenomenal Woman || Mompreneur || Software Engineering student @AltschoolAfrica || Always learning and exploring new ideas.,FALSE,250,Twitter for Android,TRUE,0,FALSE,en,0,thank you my president,indifferent
2023-04-19 23:13:38+00,"@fkeyamo être président un jour. laissez tinubu entrer et affronter la tâche qui l'attend sans que personne ne trouble la politique. c'est déjà assez comme ça, s'il vous plaît.h","gombe, nigeria",,FALSE,54,Twitter for Android,FALSE,0,FALSE,fr,0,être président un jour laissez tinubu entrer et affronter la tâche qui lattend sans que personne ne trouble la politique cest déjà assez comme ça sil vous plaîth,positive
2023-04-19 23:13:33+00,"@prosperok95293 @oluwadammymafia @itzz_blitz1 thank god say you know say this na tribal war ,idc wat toy think really but i voted for peter obi if you care to know , and i never liked tinubu too but if yoy come here and portray po as a saint cos den ask y",lagos,nothing to say,FALSE,133,Twitter for Android,TRUE,0,FALSE,en,0,thank god say you know say this na tribal war idc wat toy think really but i voted for peter obi if you care to know  and i never liked tinubu too but if yoy come here and portray po as a saint cos den ask your self if youre been honest with yourself  tinubu no saint o,negative
2023-04-19 23:13:25+00,"@musahus54670772 @peterobi .,disgrace him i meant...",nigeria,"Ceo  Patedy PrintEDGE LTD  Pre Press, Press, Post Press https://t.co/eLLk5beJOS",FALSE,19,Twitter for Android,TRUE,0,FALSE,en,0,disgrace him i meant,indifferent
2023-04-19 23:13:06+00,"@peterobi sir.. please stop misleading young nigerians. no existing politician is a saint, all of you are responsible for where nigeria is today abeg.",abuja,Too simple άŋϑ being faithful.I  ƨ̣̣̣̇̇̇o̶̲̥̅ much believe I̶̲̥̅̊n̶̲̥̅̊ God through our Lord Jesus Christ. ƨ̣̣̣̇̇̇o̶̲̥̅ what s.gonna be must definitely be.,FALSE,12,Twitter for iPhone,TRUE,1,FALSE,en,1,sir please stop misleading young nigerians no existing politician is a saint all of you are responsible for where nigeria is today abeg,indifferent
2023-04-19 23:12:40+00,@peterobi the people's president speaks,"lagos, nigeria",Gentleman and sociable.,FALSE,238,Twitter for Android,FALSE,0,FALSE,en,1,the peoples president speaks,indifferent
2023-04-19 23:12:27+00,@musahus54670772 @beijingmart @innocent66678 @peterobi 😂😂😂,"kano, nigeria",Gentle but hard to belittled or ridiculed!,FALSE,139,Twitter for Android,FALSE,0,FALSE,und,0,,indifferent
2023-04-19 23:12:21+00,@abiodunsanusi01 @peterobi and this one calls himself a journalist? 🤦🏻🤦🏻🤦🏻,"lagos, nigeria",Shoemaker per excellence......,FALSE,185,Twitter for iPhone,FALSE,0,FALSE,en,0,and this one calls himself a journalist,indifferent
2023-04-19 23:12:14+00,"on the 23rd of may 2022, a nigerian constitutional lawyer dr. kayode ajulo wrote a letter to buhari and the national chairman of the apc on the danger of picking a candidate with dual citizenship or a past criminal record.

the chicken is coming home to roost! https://t.co/zewu70vfzj","lagos, nigeria",#SaveOurDemocracyNow,FALSE,3,Twitter for Android,FALSE,0,FALSE,en,0,on the 23rd of may 2022 a nigerian constitutional lawyer dr kayode ajulo wrote a letter to buhari and the national chairman of the apc on the danger of picking a candidate with dual citizenship or a past criminal record  the chicken is coming home to roost,positive
2023-04-21 23:42:42+00,@hauwaatikuuwais @atiku nada mal.,"katsina, nigeria","NCE., B.A (ED) & English Language.And also an Author of a Novels, Shorts Stories,etc.",FALSE,3,Twitter for Android,FALSE,0,FALSE,es,0,nada mal,indifferent
2023-04-19 23:12:06+00,@mamatii001 @peterobi grand master of lamba,"lagos,nigeria ","Consultant OBYGYN, sonologist,",FALSE,524,Twitter for Android,TRUE,0,FALSE,en,0,grand master of lamba,indifferent
2023-04-19 23:11:58+00,"@cecorule so if this man is now calling out the apc, they call him rude and arrogant.","ibadan, nigeria",Biochemist/Teacher/public commentator,FALSE,119,Twitter for Android,FALSE,0,FALSE,en,0,so if this man is now calling out the apc they call him rude and arrogant,indifferent
2023-04-21 23:42:16+00,"@first_antony69 abeg dish my own like that, it can't be worse than having tinubu as president elect","port harcourt, nigeria",#NAME?,FALSE,1062,Twitter for Android,TRUE,0,FALSE,en,0,abeg dish my own like that it cant be worse than having tinubu as president elect,indifferent
2023-04-21 23:41:51+00,@seyisomolu @jagabanolu igbos don't hate tinubu the fact that they don't like his leadership style where everything is abt him and revolves around him......and that's bcos igbo are culturally egalitarian. even some igbo in my office voted him bcos they se,nigeria,"CEO@Macnamuna, a Criminologist",FALSE,65,Twitter for Android,TRUE,0,FALSE,en,0,igbos dont hate tinubu the fact that they dont like his leadership style where everything is abt him and revolves around himand thats bcos igbo are culturally egalitarian even some igbo in my office voted him bcos they see as their choice what abt that,indifferent
2023-04-21 23:41:28+00,@mansarayfrances @amidazz_lp @peterobi amen,"port harcourt, nigeria",Love being Frank,FALSE,594,Twitter for Android,TRUE,0,FALSE,en,0,amen,negative
2023-04-21 23:40:10+00,apc supporters and the yoruba ronu merchants abroad https://t.co/byaggktvbb,nigeria,"IELTS Instructor
Avid Avocado Advocate
#Pixel Promoter with a penchant for personal musings,
Proudly propagandizing Peter Obi for his principles & philosophies",FALSE,2665,Twitter for Android,TRUE,0,FALSE,en,0,apc supporters and the yoruba ronu merchants abroad,indifferent
2023-04-21 23:40:02+00,"@official_gbeng @otedolajr @hisknowledgeabl @elonmusk @twitterblue @peterobi @peter0bi @peterobl @peterob1 it's the mob, they have no head. you think you can cancel elon like you love to do.","lagos, nigeria","I come in peace |
God First |
Naija bred

Patriot to the core.",FALSE,140,Twitter for Android,FALSE,0,FALSE,en,1,its the mob they have no head you think you can cancel elon like you love to do,indifferent
2023-04-21 23:39:57+00,"@nkirukanistoran go and collect your balance from tinubu if he has not finish paying u

mad man","anambra, nigeria",So much words in my silence,FALSE,2,Twitter for Android,FALSE,0,FALSE,en,0,go and collect your balance from tinubu if he has not finish paying u  mad man,indifferent
2023-04-21 23:38:41+00,@alexottiofr i want to bring this to your notice as you take over the affairs of ndi abia and am very happy when you said during one of your interviews with @channelstv that you are going to implore @peterobi  model style of governance in anambra state.,nigeria,Am a civil engineer,FALSE,39,Twitter for Android,TRUE,0,FALSE,en,0,i want to bring this to your notice as you take over the affairs of ndi abia and am very happy when you said during one of your interviews with  that you are going to implore   model style of governance in anambra state,indifferent
2023-04-21 23:38:20+00,@whitesprings22 @king_inspires @peterobi amen,"port harcourt, nigeria",Love being Frank,FALSE,594,Twitter for Android,TRUE,0,FALSE,en,0,amen,negative
2023-04-21 23:38:19+00,"@chukwusomagaa 10k likes for the tweet and same peoples we accused apc been tribalist and heartless. atiku and obi are friends, tinubu and atiku are friends. which means they are all friends. i rep sowore.","lagos, nigeria",Friendly and honest,FALSE,8,Twitter for Android,FALSE,0,FALSE,en,0,10k likes for the tweet and same peoples we accused apc been tribalist and heartless atiku and obi are friends tinubu and atiku are friends which means they are all friends i rep sowore,indifferent
2023-04-21 23:38:16+00,"@bmeedo2024 @peterobi lagos, rivers,anambra and plateau states votes that were stolen are enough for peter obi to be in the lead",nigeria,"Uniquely me
🌎💍⭐",FALSE,571,Twitter for Android,FALSE,1,FALSE,en,20,lagos riversanambra and plateau states votes that were stolen are enough for peter obi to be in the lead,indifferent
2023-04-19 23:11:47+00,@peterobi okute himself,nigeria,An entertainer🎤 Information Minister| Talker| Actor| Comedian| Content Creator | Follow on IG: @Mazzihimself_,FALSE,1613,Twitter for iPhone,TRUE,0,FALSE,en,0,okute himself,indifferent
2023-04-19 23:11:20+00,"@dasnandini97 job hiring!!!
candidates should forward their cv to apply.jobmaxconnect@gmail.com
#population #supremecourt #tinubu #jobmaxconnect #carrerframe #palmpay https://t.co/bxwp3f4fye","lagos, nigeria","We are a Recruiting firm, we recruit talented individuals for our clients.",FALSE,14,Twitter for Android,TRUE,0,FALSE,en,0,job hiring candidates should forward their cv to applyjobmaxconnect,indifferent
